tweet,prediction
This shouldn't have to be said: You don’t just get to say someone else did the worst things you’ve done. It doesn’t work. No one buys it.,Neither
"Again, Trump turns his faults on others. Psychologists call it ""projecting."" Kids call it ""I'm rubber, you're glue."" https://t.co/lKDDD0wwsn",Neither
"When Trump tries to deflect blame for denying that @POTUS was born in America, he is lying. https://t.co/lje3lKrZQy https://t.co/yq9IWnvXUc",Hate speech
"Leading the birther movement is deplorable. Attempting to say it ""did a great service"" to the president who Trump attacked is asinine.",Neither
"Expressing zero regret for years of pushing a racist conspiracy theory, Trump again appointed himself judge &amp; jury on @POTUS's citizenship.",Neither
What Trump just did is a disgrace.,Neither
"It's been 5 years, and Trump's still pushing the notion that @POTUS isn't American. https://t.co/TApNqSOcvN",Neither
My dad was born in Poland. Do you know how many people ever asked me whether or not I was born in America? Nobody ever asked me that.,Hate speech
Let’s build a future where love trumps hate. https://t.co/tTgeqxNqYm,Neither
"“Let’s reject the cynicism, the bullying, and the divisive rhetoric that my opponent is using to try and make us all afraid of each other.”",Neither
Donald Trump looks at women and decides how their looks rate on a scale of one to 10.,Neither
"""He looks at a Gold Star family and sees them as Muslims, not patriotic Americans.” —Hillary on Trump",Neither
"""Donald Trump looks at a distinguished judge born in Indiana, and he sees a Mexican, not an American.” —Hillary",Hate speech
"Donald Trump is unfit to be president.
We just can’t accept this.
We’ve got to stand up to this.
If we don’t, it won’t stop.",Neither
"Barack Obama was born in America, plain and simple.

Donald Trump owes him and the American people an apology.",Hate speech
"Just yesterday, Trump again refused to say with his own words that the president was born in the United States.",Neither
"""We know who Donald is. For five years, he has led the birther movement to de-legitimize our first black president.” —Hillary",Neither
"The next 53 days will shape the next 50 years.

The future of our children and grandchildren hangs in the balance. https://t.co/tTgeqxNqYm",Neither
"""We’ll remember the pain of the Mothers of the Movement and fight for a criminal justice system that actually delivers justice.” —Hillary",Neither
"“The American people deserve something to vote for, not just against.” —Hillary https://t.co/jd5Lwh595S",Neither
"""You don't just deserve a seat at the table. It's past time you had a fair chance to run the meeting."" —Hillary to the Black Women’s Agenda",Neither
"""To drive real progress, you have to change both hearts and laws. You need both understanding and action.” —Hillary",Neither
"""The good news is that my pneumonia finally got some Republicans interested in women’s health.” —Hillary",Neither
Watch Hillary speak live at the Black Women's Agenda Symposium: https://t.co/RXdsRJWAal,Neither
"I am now going to the brand new Trump International, Hotel D.C. for a major statement.",Neither
"Remember: Trump, the Birther-in-Chief, still refuses to even release his own tax returns and real medical records. https://t.co/BgtM199Ncg",Neither
"Thank you for a great evening - Laconia, New Hampshire -- will be back soon! #AmericaFirst
https://t.co/3KWOl2ibaW https://t.co/QWbYm2lY7B",Neither
President Obama’s successor cannot and will not be the man who led the racist birther movement. Period.,Neither
"""When I’m under the weather, I can afford to take a few days off. Millions of Americans can’t."" Hillary in NC today: https://t.co/rNM9eJ0fUi",Neither
"""@AK_TWEET: #TheDonald's hair gets the #JimmyFallon treatment on #TheTonightShow #TrumpPence16 https://t.co/0RRPbfIgXH""  So true!",Neither
"""@jimmyfallon: Tonight: @realDonaldTrump, @normmacdonald, a performance by Kiiara,and your funniest #MyTeacherIsWeird tweets. #FallonTonight",Neither
"The polls are closer than ever, and the stakes couldn't be higher. Chip in today. https://t.co/Ea6PC9Wuxq  https://t.co/ChwQM3NqJe",Neither
Immigrants aren’t somehow changing the American character,Neither
"“Además de defender a DAPA y DACA, debemos hacer mucho más”—Hillary.
https://t.co/Rs7LRr95Ua",Neither
Donald Trump still refuses to admit President Obama was born in the United States. https://t.co/LB6y7Iecsb,Neither
"Trump is running the most divisive campaign of our lifetimes.

There’s no innuendo or dog whistles anymore. It’s all out in the open now.",Neither
"Donald Trump still refuses to say @POTUS was born in America. And this man wants to be our president?

When will he stop this ugliness?",Hate speech
"America is one nation under God, indivisible, with liberty and justice for all. Not just for people who look or worship a certain way.",Neither
"Despite what Donald Trump may say, immigrants are not rapists and criminals.",Neither
No child should have to say goodbye to their parents every morning not knowing if mom or dad will be there when they get home.,Neither
"""We have a chance to show that comprehensive immigration reform isn’t just the smart thing to do—it’s what the American people demand.""",Neither
"Supporting families with paid family leave, earned sick days, and affordable child care isn’t a luxury—it’s a necessity.",Neither
"It's wrong when Latinos are 17% of our population and hold only 2% of its wealth.

We've got to connect more Latinos with good jobs.",Neither
"""I intend to close my campaign the way I began my career: fighting for kids and families..it will be the passion of my presidency."" —Hillary",Neither
"""You’re not intruders. You’re our neighbors, our colleagues, our friends, our families...I see you, and I am with you."" —Hillary to @CHCI",Neither
"“I believe with all my heart that the American Dream is alive, and it’s big enough for everyone to share its promise.” —Hillary to @CHCI",Neither
Hillary’s live at @CHCI. Tune in to hear about her vision for an inclusive America. https://t.co/dkg7pwiNMt,Neither
"Long overdue, but good to see the Senate approve much-needed aid for Flint. Time for the House to do the same. -H https://t.co/nQdgxiYnwV",Neither
"Want to compare Hillary and Trump on transparency?

We stacked up everything they have (or haven't) released. https://t.co/rtgKLd1o5g",Neither
"Instead of driving jobs and wealth away, AMERICA will become the WORLD'S great magnet for innovation &amp; job creation! https://t.co/cvu20ZQSVJ",Neither
Will be joining @jimmyfallon on @FallonTonight at 11:35pmE tonight. Enjoy!,Neither
What a scary statistic! Americans are working harder and making less! We need competent leadership! https://t.co/jcGCbVOf6v,Neither
Just 54 days left and we don’t have a minute to lose. Text JOIN to 47246 and let’s go win this—together. https://t.co/hGRsvLiGO2,Neither
Celebrating #HispanicHeritageMonth with @HillaryClinton's quotes read by @DNCLatinos. 🇺🇸 https://t.co/BEPgn0hQNd,Neither
"Love this.

""@HillaryClinton has spent her life fighting for children—here are 8 ways she’s changed their lives."" 

https://t.co/7goGIa0Ag0",Neither
I will be interviewed by @jessebwatters on @oreillyfactor tonight at 8pm. Enjoy!,Neither
"“This is why I do it and this is who I’m in it for—to make life better for children and families."" —Hillary https://t.co/gkvtA1yQNX",Neither
"""My opponent has America all wrong. There’s nothing we can’t do when we come together as one nation."" —Hillary",Neither
"As @FLOTUS said, the choice in this election is about who will have the power to shape our children for the next four years of their lives.",Neither
We don’t need a president who thinks only married people deserve paid leave and only mothers ever stay home with the kids.,Neither
"""People accuse me of all kinds of things—you’ve probably seen that. But nobody ever accuses me of quitting.” —Hillary",Neither
"“I have this old-fashioned notion that if you’re running for president, you should say what you’re going to do.” https://t.co/IOJAboxXfh",Neither
"""I’m going to close my campaign the way I began my career...focused on opportunities for kids and fairness for families."" —Hillary",Neither
The stakes in this election are as high as any in our lifetimes. https://t.co/tTgeqxNqYm,Neither
"""I want to give our kids a safer world...that means a world with strong allies, more friends, fewer enemies, and fewer nuclear weapons.""",Neither
"""I learned from my family and my Methodist faith that we’re each called to do all the good we can for all the people we can."" —Hillary",Neither
"Hillary’s running for people who are trying to do hard things and need a helping hand, people like Janelle Turner. https://t.co/Dg4gQwOt1C",Neither
"""I’m running for young people like so many of you who dream of changing our world for the better.” —Hillary",Neither
"For millions of moms and dads, if they get sick, they’re on their own. There’s no backup. https://t.co/ENcjziSzUw",Neither
"""It’s great to be back on the campaign trail.” —Hillary in North Carolina. Watch live: https://t.co/oa4NZ1hEHU",Neither
If you're in college—or have a kid who is—find out how much you could save with Hillary's college plan: https://t.co/v7pLQaC6BW,Neither
People have seen almost 40 years of tax returns from Hillary. One set from Trump really isn't too much to ask. https://t.co/K3oyDiIUlq,Neither
"Trump gets criticized by a Latino judge: calls him a ""disgrace.""
A Muslim family: he lashes out.
A black pastor: https://t.co/3JbmFsM6RH",Neither
Full transcript of economic plan- delivered to the Economic Club of New York. #MAGA https://t.co/xiu9AUiSSD https://t.co/Fsy1diPWjU,Neither
"An unsurprising Nazi reference from the ""alt-right"" movement's presidential campaign. This is the real Trump. https://t.co/HOUgRC8343",Neither
Thank you @JerryJrFalwell! https://t.co/jzUQxkW4tB,Neither
Let's mark the start of Hispanic Heritage Month by celebrating our country's rich diversity and standing up to bigotry and intolerance. -H,Neither
"Trump on releasing detailed medical records: ""I have no problem in doing so!""

He still hasn't released them. https://t.co/Zk1AXnWqes",Neither
"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://t.co/Mcbc2JzhN2 https://t.co/4MTmR8kXVb",Neither
Thank you for having me! I enjoyed the tour and spending time with everyone. See you soon. #MAGA https://t.co/eNtS7IBPDo,Neither
".@HillaryClinton stands by @RealDonaldTrump running a deplorable campaign.  His comments have been bigoted, mean and untrue.",Neither
Trump's global web of financial and business ties would compromise our national security if he’s elected president. https://t.co/R8LgAQTLX3,Neither
Trump's detailed medical records are part of a laundry list of things he's hiding from the American public. https://t.co/uhlFknLvoP,Neither
Will be on @foxandfriends at 7:00 A.M. Enjoy!,Neither
"""@ghfanlovessonny: @realDonaldTrump you have my vote in Pennsylvania. Trump 2016"" Thank you!",Neither
I was never a fan of Colin Powell after his weak understanding of weapons of mass destruction in Iraq = disaster. We can do much better!,Neither
"Proud of you, @Simone_Biles. We can all learn from your courage in standing up to stigma. https://t.co/S9rndkm0ZL",Neither
"When 40 million Americans are facing the same problem, it's a crisis. One candidate has a plan to address it. https://t.co/7pPwEHlhy7",Neither
I will be interviewed on @foxandfriends tomorrow at 7am. Enjoy!,Neither
"Congratulations to Carla Hayden, sworn in today as 14th #LibrarianOfCongress! Follow her at @LibnOfCongress https://t.co/d6cyBNEfUV",Neither
"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
https://t.co/3KWOl2ibaW https://t.co/27sR3MjjXc",Neither
Trump's always put his own profits above all—no matter who else gets hurt. Why would that change if he's president? https://t.co/Lo4boVfJCz,Neither
This is the America I believe in-Beautiful. Multifaceted. Loving. Inclusive. This is why I'm passionate https://t.co/ia363mFPv8 #WeTrumpHate,Neither
How will Trump guarantee that he'll put America's security over his own financial interests? https://t.co/xBHczp3xGg,Neither
"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: 
https://t.co/3KWOl2ibaW https://t.co/4MvwUj9eX9",Neither
Honor to have been interviewed by the very wonderful @bishopwtjackson in Detroit last week - tune in at 9pmE. Enjoy! https://t.co/9ahPnfhQ5N,Neither
"People are making less real wages than 18 years ago, Trump says in Ohio. ""Me, I’m working harder also so I don’t feel sorry for any of you.""",Neither
"Proud to have you on this team, @StephenCurry30. https://t.co/sBHOHU5dYn https://t.co/YcjQUb83qr",Neither
"George was scammed out of his savings—his retirement, his kids' college funds—by a real estate ""course"" at Trump U. https://t.co/ricRlymi01",Neither
Thank you Ohio! Just landed in Canton for a rally at the Civic Center. Join me at 7pm: https://t.co/s0XVVNyBKf https://t.co/UtCRxykurW,Neither
"Hillary's released her medical information and tax returns.

We're still waiting for Trump to do the same. https://t.co/bxHbFLs24l",Neither
"Thank you Florida- can't wait to see you Friday in Miami! Join me:
https://t.co/rsx313493u https://t.co/JxsWXz05T9",Neither
"Donald Trump's foundation: paying off would-be opponents, stiffing actual charities. https://t.co/y0bY1efHwL",Neither
Attention lawyers &amp,Neither
Hillary applauds the agreement on a new memorandum of understanding regarding U.S. security assistance to Israel. https://t.co/NDnDsVKODP,Neither
“The bottom line is that we can not afford suddenly to treat this like a reality show.” —@POTUS https://t.co/FnrH6hAM5N,Neither
Hillary Clinton has some questions for Donald Trump after reading that @Newsweek article. https://t.co/jfyKQFBpFL,Neither
20 questions Trump needs to answer on his dangerous foreign business ties—and the national security risks they pose. https://t.co/JOOLN2SfL4,Neither
20. It's pretty clear: Trump's spent his life unscrupulously looking out for his own wallet above all. Why would that change as president?,Neither
"19. In sum, how will Trump guarantee that if forced to choose between America's security and his own bank account, he won't pick the latter?",Neither
18. We'll let @kurteichenwald ask this one: https://t.co/xnIl6JazS3,Neither
"Thank you @ATFD17! #ImWithYou
Video: https://t.co/z9Yg83VTF4",Neither
"17. Will your children disclose all of the foreign trips and business deals they've undertaken during the campaign, and with whom they met?",Neither
"16. You've mentioned ~120 foreign deals, including in countries with national security implications. Where and with whom are you working?",Neither
"15. To what extent are you and your family currently contractually tied to payments from foreign business partners, or governments?",Neither
14. We know you engaged extensively in pay-to-play here at home. Have you bribed foreign officials or other parties abroad?,Neither
13. How can we know you won't (again) impulsively damage relationships with crucial allies to preserve your own ego? https://t.co/j1VtaFhA6C,Neither
"12. How can we be sure you'd be willing to be tough on any nation if necessary, if it would put your interests and profits at risk?",Neither
"11. With business ties to politically-connected Indian developers, how can you conduct foreign policy that puts the U.S. above your profits?",Neither
10. How did the Russian mob boss who ran a criminal organization out of Trump Tower get a VIP pass to your Miss Universe pageant in Moscow?,Neither
9. Have you or your campaign discussed U.S.-Russian relations with the Russian billionaires with whom you've done business?,Neither
8. Will you disclose the nature of your personal and business relationships with all of the Russian oligarchs you are “close” to?,Neither
7. To what extent would your foreign policy be dictated by potential financial benefits for your business partners? https://t.co/4Nd9KSdTfi,Neither
"6. Given that you've already questioned our commitments to NATO allies, what is your answer to this? https://t.co/qp5vMqtcs1",Neither
"5. How can you be tough on Iran, given your business partnership with someone connected to Iranian money laundering? https://t.co/1AdDm2kfvy",Neither
4. If you were willing to work with Qaddafi—a known terrorist and dictator—is there anyone you aren't willing to make a deal with? Who?,Neither
"3. While refusing to release your tax returns, how will you confirm that you do not have dangerous financial ties to bad actors abroad?",Neither
2. How will you handle non-cancelable contractual obligations with parties whose interests conflict with those of the United States?,Neither
"1. Will you sever ties with your company linked to foreign leaders, questionable organizations, and criminals if you become president?",Neither
"In light of @kurteichenwald's report on the Trump Organization's dangerous ties, here are 20 questions that Trump needs to answer—now.",Neither
"Today's must-read: ""Almost every foreign policy decision [Trump] makes will raise serious conflicts of interest."" https://t.co/rmTos7en9t",Neither
"Great poll Florida - thank you! 
#ImWithYou #AmericaFirst https://t.co/6Odle7j1hd",Neither
Thank you Ohio - see you tonight! https://t.co/0DyHkzzWvj,Neither
In @Newsweek: A Pres Trump could not conduct US foreign policy w/o affecting his personal bank account.  https://t.co/A1Xw4IlxUX,Neither
"In @Newsweek: Trump Organization business would place national security at risk, even undermining the war on ISIS. https://t.co/A1Xw4IlxUX",Neither
Our latest cover story: Trump's foreign ties could upend U.S. national security interests https://t.co/44RNvOMham https://t.co/3sXNDP3HNE,Neither
Donald Trump's foundation allegedly paid off Florida's attorney general to prevent an investigation into his fraud. https://t.co/tCrtd6ab5h,Neither
Russia took Crimea during the so-called Obama years. Who wouldn't know this and why does Obama get a free pass?,Neither
Why isn't President Obama working instead of campaigning for Hillary Clinton?,Neither
"""You don't grade the presidency on a curve."" —@POTUS https://t.co/gbywfNfrQq",Neither
"Thank you Rep. @CynthiaLummis!
https://t.co/4S4pnx4Q6r https://t.co/PLUKlsPXPR",Neither
"Thank you Rep. @MarshaBlackburn!
https://t.co/vxEk0X4ntS https://t.co/9gAk0FWqZ8",Neither
"Thank you @RepReneeEllmers!
https://t.co/1DrZpfa6je https://t.co/rzEw8pQhds",Neither
Trump outlines new child-care policy proposals via the @FoxNews App @realDonaldTrump seems a candidate of destiny https://t.co/ZktSYF01SH,Neither
"""If you're serious about our democracy, then you've got to be with her."" —@POTUS on Hillary https://t.co/I9BQB3PJvD",Neither
"CHILD CARE REFORMS THAT WILL MAKE AMERICA GREAT AGAIN!
Transcript: https://t.co/rntyxBSb9J
https://t.co/5SWmxfVfto https://t.co/j389Quo4bg",Neither
Danny Williams and his wife Leah lost their home after Trump University took advantage of them. https://t.co/FEaQAToJuC,Neither
California made the right call: Every worker should be treated with dignity and receive the benefits they've earned. https://t.co/hcw2eSekoG,Neither
It’s literally right here: https://t.co/jxNWmHVuES https://t.co/1qlok816tO,Neither
"Like most of Trump’s plans, the details of his paid leave proposal aren't serious. https://t.co/os0sznIEju",Neither
"A man’s role in child care, according to Donald Trump: https://t.co/iY1wa9L0Gn",Neither
"Ivanka penned an Op-Ed that ran in the @WSJ this afternoon, read it here. https://t.co/3QE4nRXzLZ @realDonaldTrump https://t.co/OFyemRve4j",Neither
"How pay-to-play works:

1. Trump faces possible investigation
2. Trump gives $$ to AG
3. Investigation never happens https://t.co/jbavsfconU",Neither
#ImWithYou #AmericaFirst https://t.co/Ne4pI7FyU7,Neither
Trump and Pence's courting of white supremacists isn't a game: It's normalizing racism. And it's deplorable. https://t.co/91UqoXW7Z6,Neither
Why @HillaryClinton is the best choice to lead the US economy (via @AndreaJung9) https://t.co/Ij9chfRugD #election2016,Neither
Ivanka is joining @realDonaldTrump to outline an innovative new child care policy to support American families. Tune in to watch live at 7pm,Neither
"Thank you Clive, Iowa!
https://t.co/tuZ35BkD9J",Neither
Proud to mark 22 years of the Violence Against Women Act. Our work isn't done until women in every community are safe from violence.,Neither
"""He’s spent most of his life trying to stay as far away from working people as he could.” —@POTUS on Trump https://t.co/zhjJQuMX7X",Neither
"""Donald Trump says stuff every day that used to be considered as disqualifying for being president."" —@POTUS https://t.co/1b8ZjmZuXr",Neither
"""America is not about ‘yes, he will.' It's about ‘yes, we can.'"" —@POTUS: https://t.co/tTgeqxNqYm",Neither
"""The bottom line is that we cannot afford suddenly to treat this like a reality show.” —@POTUS on the media’s coverage of Donald Trump",Neither
"""You don't grade the presidency on a curve. This is serious business.” —@POTUS",Neither
"""We cannot take this election for granted. We’ve got to fight for this thing.” —@POTUS: https://t.co/tTgeqxNqYm",Neither
“She knows that love trumps hate.” —@POTUS on Hillary,Neither
"""If you want higher wages, better benefits...then you should be voting for Hillary Clinton."" —@POTUS: https://t.co/fDBrzSsM1Y",Neither
"“Then there’s the other guy, Donald Trump. Don’t boo, vote!” —@POTUS: https://t.co/tTgeqxNqYm",Neither
"""I believe there has never been a man or woman more qualified than Hillary Clinton to serve as our president."" —@POTUS",Neither
"“A leader who's got real plans to break down barriers and blast through glass ceilings."" —@POTUS on Hillary: https://t.co/fNppatvJ41",Neither
"""Can I just say, I am really into electing Hillary Clinton. This is not me just going through the motions here.” —@POTUS",Neither
"""The choice that you make, that we make, just 8 weeks from today, will determine the direction of this country for a long time.” —@POTUS",Neither
"""We lifted 3.5 million people out of poverty. That's the largest one-year drop in poverty since 1968.” —@POTUS",Neither
"""Even though I have run my last campaign, I am going to work as hard as I can this fall to elect Hillary Clinton."" —@POTUS",Neither
"""I could not be prouder of the leader we have nominated to take my place.” —@POTUS on Hillary",Neither
"With just 56 days until Election Day, @POTUS is back out on the trail for Hillary in Philly. Watch live: https://t.co/TJr8lLVbDS",Neither
Every woman in this country deserves to be free from harm and from fear. Proud to celebrate 22 years of the Violence Against Women Act. -Joe,Neither
"As Muslims celebrate Eid al-Adha—a festival of sacrifice, charity, &amp; feeding the poor—let's reflect on those shared values. Eid Mubarak! -H",Neither
Pay-To-Play: The act of making a donation to a politician so they'll help you out. See: Donald Trump. https://t.co/BrEDwdZoPe,Neither
"""It just seems that the economy does better under the Democrats than the Republicans."" —Donald Trump, March 2004 https://t.co/rKW1wpaDNk",Neither
.@HillaryClinton's HBCU plan is really smart. Addresses so many critical issues around access &amp,Neither
"Join us today! Together, we will 
#MakeAmericaGreatAgain!
https://t.co/v40n8RXgti https://t.co/e3KQfBR2K8",Neither
7 questions we have about the Trump Foundation (and how Donald used it to stop investigations into his fraud): https://t.co/3YdytDZDek,Neither
"Heading to Iowa- join me today at noon! #MakeAmericaGreatAgain
Tickets: https://t.co/TEY6BbCyxt https://t.co/QyR2MDYYbZ",Neither
The @NCAA is right to pull tournament games from North Carolina because of the anti-LGBT HB2 law. Discrimination has no place in America. -H,Neither
"Trump says ""you can't lead this nation if you have such a low opinion for its citizens.""

What Trump's also said: https://t.co/uDUUgpSW8z",Neither
"Join me in Clive, Iowa tomorrow at noon! #AmericaFirst #MAGA
Tickets: https://t.co/TEY6BbCyxt https://t.co/l17uzRPyLs",Neither
Only one candidate in this race has a plan to tackle these issues. See how her plan would help you: https://t.co/tdZGd8KJq3,Neither
A quick search of Trump’s website shows the top mentions of “student debt” and “college” are attacks—not solutions. https://t.co/6H70vXs9c1,Neither
"Student debt and the cost of college are incredibly important.

Why isn’t Donald Trump talking about these issues?",Neither
"Student debt is a major drag on our economy, and it's holding people back from moving forward with life. https://t.co/XdjEjJ2CaM",Neither
We also need to tackle the student debt crisis and help those like @jbrotherston who have already borrowed. https://t.co/JR48LtIno4,Neither
The cost of attending HBCUs should never prevent @_bxddxss—or anyone—from attending one: https://t.co/dexkwGKhXm https://t.co/XxxIA2hqit,Neither
"Paying for college doesn't end at tuition, so we need to help students pay for other costs like books and housing. https://t.co/6S4QDivoW1",Neither
.@sspiderboy's worries are all-too-common. We need to make attending a community college completely tuition free. https://t.co/fwZz7Yujml,Neither
"We’ll make in-state colleges and universities tuition-free for families making under $125,000/year.

That'll help more than 80% of families.",Neither
We need to make college debt-free. You shouldn't have to take out loans (or more drastic measures) to attend college https://t.co/Z1k6gqfg53,Neither
"Young people say two things:
✓ College is too expensive
✓ Student debt is crushing them

We’re going to help them: https://t.co/WFCeDBZNxS",Neither
"""@brimyers813: Saw ur speech on Twitter. U give me hope and optimism. I feel as though I am in the room with u. I pray 4 ur/our success.""",Neither
"Just got back from Asheville,  North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you!  #MAGA",Neither
Your student debt collector would really like you not to vote for Hillary. https://t.co/ihgnBFtCtA https://t.co/cEdleJFcE9,Neither
"The Trump Foundation: ""an arrangement worked out for maximum benefit at minimum sacrifice.” https://t.co/y0bY1efHwL",Neither
"If you won’t say the KKK is deplorable, you have no business running the country. https://t.co/mFut8Qrz9A",Neither
"""You can't lead this nation if you have such a low opinion for its citizens."" —Donald Trump

About that. https://t.co/pij0atGrgK",Neither
"Like anyone who’s ever been home sick from work, I’m just anxious to get back out there. See you on the trail soon. -H",Neither
Thanks to everyone who’s reached out with well wishes! I’m feeling fine and getting better. -H,Neither
"🎓 Tuition
📚 Books
🏡 Room and board
🍕 Food
College adds up. @HillaryClinton wants to help you save: https://t.co/uRn5JlFs8u",Neither
"Debt shouldn't hold people back from going to college.

Let's make sure it doesn’t. https://t.co/Y9Q5eveR2N https://t.co/xOQHVsVmj1",Neither
"Trump's calling for trillion dollar tax cuts for Wall Street.

It's time for them to pay their fair share. https://t.co/y8vyESIOES",Neither
Leading charity watchdogs agree: the work of the @ClintonFdn earns the highest marks across the board. https://t.co/wOqMvnnUNS,Neither
"Whether you have student debt or you're preparing for school, see how much our college plan could save you. https://t.co/gdzzORlqyW",Neither
Stopped by @TrumpDC to thank all of the tremendous men &amp,Neither
"Senator Tim Kaine: ""Everyone deserves affordable higher education"" https://t.co/unC6d07poy",Neither
The reporting on Hillary's emails has left the basis of facts and veered into dangerous territory. https://t.co/ycp0KW7LZL,Neither
Introducing our college calculator: Find out how much Hillary's plan could save you or your family on student loans. https://t.co/nG8sti3EOV,Neither
Trump uses his foundation to pay for things with other people's money. https://t.co/y0bY1efHwL https://t.co/e9cwP7RPul,Neither
Will be on @CNBC at @7:22. Enjoy!,Neither
I will be interviewed on @foxandfriends at 7:00 A.M.,Neither
"#NeverForget
https://t.co/G5TMAUzy0z",Neither
"We'll never forget the horror of September 11, 2001. Today, let's honor the lives and tremendous spirit of the victims and responders. -H",Neither
"""Trump spent $20,000 of money earmarked for charitable purposes to buy a six-foot-tall painting of himself.” https://t.co/y0bY1efHwL",Neither
reading https://t.co/CfsnQUUZ77 makes me excited to vote for @HillaryClinton with the next generation in mind 🐣 https://t.co/niKY8H1PIM,Neither
"""The story has vastly exceeded the boundaries of the facts."" —@WashingtonPost on the reporting on Hillary's emails https://t.co/ycp0KW7LZL",Neither
".@ClintonFdn: 4/4 stars from @CharityNav

Trump Fdn: Fined by the IRS for illegal political donation
https://t.co/sVWBWZbjjM",Neither
"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!",Neither
"Remember: If he becomes president, Donald Trump would have the U.S. economy in his hands. https://t.co/y0bY1efHwL https://t.co/l93i7QWXPo",Neither
Hillary Clinton just had her 47% moment. What a terrible thing she said about so many great Americans!,Neither
".@realdonaldtrump once used $20,000 of his charity's money to buy a six-foot-tall painting of...himself. https://t.co/PyskO1LtLC",Neither
"RT if you agree: We need a President who is fighting for all Americans, not one who writes off nearly half the country.",Neither
"If Donald Trump wins, kids lose. https://t.co/TvQS8jWqYy",Neither
"Except for African Americans, Muslims, Latinos, immigrants, women, veterans—and any so-called ""losers"" or ""dummies."" https://t.co/rbBg2rXZdm",Neither
"While Hillary said horrible things about my supporters, and while many of her supporters will never vote for me, I still respect them all!",Neither
"""I won't stop calling out bigotry and racist rhetoric in this campaign."" —Hillary https://t.co/C3Z7GybJ53",Neither
"Hillary on the faith that drives her: ""Do all the good you can for all the people you can in all the ways you can."" https://t.co/lJH7FVc1wa",Neither
"Really sad that Republicans would allow themselves to be used in a Clinton ad. Lindsey Graham, Romney, Flake, Sass. SUPREME COURT, REMEMBER!",Neither
Our next president needs to do everything possible to make life a little easier for working parents. https://t.co/uadk9gd9Xa,Neither
"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",Neither
"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!",Neither
"""@Stvzbnk: Just Watched @tonyschwartz. Obviously Tony is a Total Whack Job @realDonaldTrump""",Neither
"Just returned from Pensacola, Florida, where the crowd was incredible.",Neither
"I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!",Neither
"Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!",Neither
"""Women are seen through a different lens."" —Hillary to @HumansofNY https://t.co/M9k19V7gd9",Neither
"Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. 
#AmericaFirst https://t.co/vzKtRxzvwv",Neither
"Thank you for being so brave, Astrid. I’m going to do everything I can to keep families like yours together. -H https://t.co/ZmFdi427vX",Neither
We can’t let Trump’s “manifest unfitness for office” become normal. We need to hold him accountable. https://t.co/ycp0KW7LZL,Neither
"When Hillary talks about needing more love and kindness in our lives, this is what she means. https://t.co/F9jMEDy00A",Neither
"Will be delivering a major speech tonight - live on @oreillyfactor at 8:10pm from Pensacola, Florida.",Neither
"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp",Neither
Great honor to be endorsed by popular &amp,Neither
Join @SarahEMcBride and activists across the country in supporting LGBT rights this November: https://t.co/tTgeqxNqYm,Neither
"At the 2016 DNC, @HRC Press Secretary @SarahEMcBride became the first openly trans person to speak at a convention. https://t.co/pdYSvHDVfJ",Neither
"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYou https://t.co/JIlNW7myEN",Neither
Appalling behavior from Wells Fargo. This is exactly why we need a strong @CFPB—and can't let Trump dismantle it. https://t.co/tTA2jz7unf,Neither
"Let's send Donald Trump a powerful message on Election Day. 

https://t.co/tTgeqxNqYm #LoveTrumpsHate https://t.co/lVvhZhDdP9",Neither
Women like Elaine served our country and blazed a trail for others to follow. They've earned our highest honors. https://t.co/ysKrzLrdYc,Neither
North Korea’s decision to conduct another nuclear test is outrageous and unacceptable. https://t.co/i8h9j2oiIC,Neither
Watch live as @ElizabethForMA campaigns for Hillary in Philadelphia → https://t.co/n9m2rk9iCQ https://t.co/tTgeqxNqYm,Neither
"Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed @CNN announcer Bakari Sellers, so badly. Funny!",Neither
"If you want to see what corruption actually looks like, this is it. https://t.co/tBfL0J82Tz https://t.co/Fc9U2cmlU8",Neither
Join @TeamTrump on Saturday for National Day of Action as we work to #MakeAmericaGreatAgain! https://t.co/hyclkzPoBR https://t.co/0DWIvJpoJG,Neither
"This is what a comprehensive (not ""secret"") counterterrorism plan looks like. https://t.co/QgVruA4rQA",Neither
